 Date,EMUEVOLVINTRAT Close,EMUEVOLVINTRAT Adj. Close
4/30/2019,-0.36,-0.36
4/29/2019,-0.36,-0.36
4/26/2019,-0.35,-0.35
4/25/2019,-0.35,-0.35
4/24/2019,-0.35,-0.35
4/23/2019,-0.35,-0.35
4/22/2019,-0.35,-0.35
4/19/2019,-0.35,-0.35
4/18/2019,-0.35,-0.35
4/17/2019,-0.35,-0.35
4/16/2019,-0.35,-0.35
4/15/2019,-0.35,-0.35
4/12/2019,-0.36,-0.36
4/11/2019,-0.35,-0.35
4/10/2019,-0.36,-0.36
4/9/2019,-0.36,-0.36
4/8/2019,-0.36,-0.36
4/5/2019,-0.36,-0.36
4/4/2019,-0.35,-0.35
4/3/2019,-0.35,-0.35
4/2/2019,-0.34,-0.34
4/1/2019,-0.34,-0.34
3/29/2019,-0.35,-0.35
3/28/2019,-0.35,-0.35
3/27/2019,-0.35,-0.35
3/26/2019,-0.34,-0.34
3/25/2019,-0.33,-0.33
3/22/2019,-0.34,-0.34
3/21/2019,-0.34,-0.34
3/20/2019,-0.33,-0.33
3/19/2019,-0.34,-0.34
3/18/2019,-0.34,-0.34
3/15/2019,-0.34,-0.34
3/14/2019,-0.33,-0.33
3/13/2019,-0.33,-0.33
3/12/2019,-0.33,-0.33
3/11/2019,-0.33,-0.33
3/8/2019,-0.33,-0.33
3/7/2019,-0.33,-0.33
3/6/2019,-0.33,-0.33
3/5/2019,-0.34,-0.34
3/4/2019,-0.33,-0.33
3/1/2019,-0.34,-0.34
2/28/2019,-0.34,-0.34
2/27/2019,-0.34,-0.34
2/26/2019,-0.34,-0.34
2/25/2019,-0.34,-0.34
2/22/2019,-0.34,-0.34
2/21/2019,-0.34,-0.34
2/20/2019,-0.34,-0.34
2/19/2019,-0.35,-0.35
2/18/2019,-0.35,-0.35
2/15/2019,-0.34,-0.34
2/14/2019,-0.34,-0.34
2/13/2019,-0.34,-0.34
2/12/2019,-0.33,-0.33
2/11/2019,-0.33,-0.33
2/8/2019,-0.33,-0.33
2/7/2019,-0.33,-0.33
2/6/2019,-0.33,-0.33
2/5/2019,-0.34,-0.34
2/4/2019,-0.34,-0.34
2/1/2019,-0.34,-0.34
1/31/2019,-0.34,-0.34
1/30/2019,-0.34,-0.34
1/29/2019,-0.34,-0.34
1/28/2019,-0.34,-0.34
1/25/2019,-0.33,-0.33
1/24/2019,-0.33,-0.33
1/23/2019,-0.32,-0.32
1/22/2019,-0.33,-0.33
1/21/2019,-0.33,-0.33
1/18/2019,-0.34,-0.34
1/17/2019,-0.33,-0.33
1/16/2019,-0.33,-0.33
1/15/2019,-0.33,-0.33
1/14/2019,-0.33,-0.33
1/11/2019,-0.33,-0.33
1/10/2019,-0.33,-0.33
1/9/2019,-0.34,-0.34
1/8/2019,-0.33,-0.33
1/7/2019,-0.34,-0.34
1/4/2019,-0.34,-0.34
1/3/2019,-0.35,-0.35
1/2/2019,-0.35,-0.35
1/1/2019,-0.36,-0.36
12/31/2018,-0.36,-0.36
12/28/2018,-0.36,-0.36
12/27/2018,-0.35,-0.35
12/26/2018,-0.36,-0.36
12/25/2018,-0.36,-0.36
12/24/2018,-0.36,-0.36
12/21/2018,-0.35,-0.35
12/20/2018,-0.35,-0.35
12/19/2018,-0.35,-0.35
12/18/2018,-0.35,-0.35
12/17/2018,-0.35,-0.35
12/14/2018,-0.36,-0.36
12/13/2018,-0.36,-0.36
12/12/2018,-0.36,-0.36
12/11/2018,-0.36,-0.36
12/10/2018,-0.36,-0.36
12/7/2018,-0.35,-0.35
12/6/2018,-0.35,-0.35
12/5/2018,-0.35,-0.35
12/4/2018,-0.34,-0.34
12/3/2018,-0.35,-0.35
11/30/2018,-0.36,-0.36
11/29/2018,-0.36,-0.36
11/28/2018,-0.36,-0.36
11/27/2018,-0.36,-0.36
11/26/2018,-0.36,-0.36
11/23/2018,-0.37,-0.37
11/22/2018,-0.37,-0.37
11/21/2018,-0.36,-0.36
11/20/2018,-0.36,-0.36
11/19/2018,-0.36,-0.36
11/16/2018,-0.37,-0.37
11/15/2018,-0.37,-0.37
11/14/2018,-0.37,-0.37
11/13/2018,-0.36,-0.36
11/12/2018,-0.36,-0.36
11/9/2018,-0.36,-0.36
11/8/2018,-0.36,-0.36
11/7/2018,-0.36,-0.36
11/6/2018,-0.35,-0.35
11/5/2018,-0.35,-0.35
11/2/2018,-0.35,-0.35
11/1/2018,-0.35,-0.35
10/31/2018,-0.36,-0.36
10/30/2018,-0.36,-0.36
10/29/2018,-0.36,-0.36
10/26/2018,-0.35,-0.35
10/25/2018,-0.35,-0.35
10/24/2018,-0.35,-0.35
10/23/2018,-0.35,-0.35
10/22/2018,-0.35,-0.35
10/19/2018,-0.35,-0.35
10/18/2018,-0.35,-0.35
10/17/2018,-0.35,-0.35
10/16/2018,-0.35,-0.35
10/15/2018,-0.35,-0.35
10/12/2018,-0.35,-0.35
10/11/2018,-0.35,-0.35
10/10/2018,-0.36,-0.36
10/9/2018,-0.35,-0.35
10/8/2018,-0.35,-0.35
10/5/2018,-0.36,-0.36
10/4/2018,-0.35,-0.35
10/3/2018,-0.35,-0.35
10/2/2018,-0.36,-0.36
10/1/2018,-0.36,-0.36
9/28/2018,-0.35,-0.35
9/27/2018,-0.36,-0.36
9/26/2018,-0.36,-0.36
9/25/2018,-0.35,-0.35
9/24/2018,-0.35,-0.35
9/21/2018,-0.35,-0.35
9/20/2018,-0.35,-0.35
9/19/2018,-0.35,-0.35
9/18/2018,-0.35,-0.35
9/17/2018,-0.35,-0.35
9/14/2018,-0.36,-0.36
9/13/2018,-0.36,-0.36
9/12/2018,-0.36,-0.36
9/11/2018,-0.36,-0.36
9/10/2018,-0.36,-0.36
9/7/2018,-0.36,-0.36
9/6/2018,-0.35,-0.35
9/5/2018,-0.35,-0.35
9/4/2018,-0.35,-0.35
9/3/2018,-0.35,-0.35
8/31/2018,-0.35,-0.35
8/30/2018,-0.36,-0.36
8/29/2018,-0.36,-0.36
8/28/2018,-0.36,-0.36
8/27/2018,-0.36,-0.36
8/24/2018,-0.36,-0.36
8/23/2018,-0.36,-0.36
8/22/2018,-0.36,-0.36
8/21/2018,-0.36,-0.36
8/20/2018,-0.36,-0.36
8/17/2018,-0.36,-0.36
8/16/2018,-0.36,-0.36
8/15/2018,-0.36,-0.36
8/14/2018,-0.36,-0.36
8/13/2018,-0.36,-0.36
8/10/2018,-0.36,-0.36
8/9/2018,-0.36,-0.36
8/8/2018,-0.36,-0.36
8/7/2018,-0.36,-0.36
8/6/2018,-0.36,-0.36
8/3/2018,-0.36,-0.36
8/2/2018,-0.36,-0.36
8/1/2018,-0.36,-0.36
7/31/2018,-0.36,-0.36
7/30/2018,-0.36,-0.36
7/27/2018,-0.36,-0.36
7/26/2018,-0.36,-0.36
7/25/2018,-0.36,-0.36
7/24/2018,-0.36,-0.36
7/23/2018,-0.36,-0.36
7/20/2018,-0.36,-0.36
7/19/2018,-0.36,-0.36
7/18/2018,-0.36,-0.36
7/17/2018,-0.36,-0.36
7/16/2018,-0.36,-0.36
7/13/2018,-0.36,-0.36
7/12/2018,-0.36,-0.36
7/11/2018,-0.36,-0.36
7/10/2018,-0.36,-0.36
7/9/2018,-0.36,-0.36
7/6/2018,-0.36,-0.36
7/5/2018,-0.36,-0.36
7/4/2018,-0.36,-0.36
7/3/2018,-0.36,-0.36
7/2/2018,-0.36,-0.36
6/29/2018,-0.36,-0.36
6/28/2018,-0.36,-0.36
6/27/2018,-0.36,-0.36
6/26/2018,-0.37,-0.37
6/25/2018,-0.37,-0.37
6/22/2018,-0.37,-0.37
6/21/2018,-0.37,-0.37
6/20/2018,-0.37,-0.37
6/19/2018,-0.36,-0.36
6/18/2018,-0.36,-0.36
6/15/2018,-0.35,-0.35
6/14/2018,-0.35,-0.35
6/13/2018,-0.35,-0.35
6/12/2018,-0.35,-0.35
6/11/2018,-0.35,-0.35
6/8/2018,-0.35,-0.35
6/7/2018,-0.35,-0.35
6/6/2018,-0.35,-0.35
6/5/2018,-0.35,-0.35
6/4/2018,-0.35,-0.35
6/1/2018,-0.35,-0.35
5/31/2018,-0.35,-0.35
5/30/2018,-0.35,-0.35
5/29/2018,-0.35,-0.35
5/28/2018,-0.35,-0.35
5/25/2018,-0.35,-0.35
5/24/2018,-0.35,-0.35
5/23/2018,-0.35,-0.35
5/22/2018,-0.35,-0.35
5/21/2018,-0.35,-0.35
5/18/2018,-0.35,-0.35
5/17/2018,-0.35,-0.35
5/16/2018,-0.35,-0.35
5/15/2018,-0.35,-0.35
5/14/2018,-0.35,-0.35
5/11/2018,-0.35,-0.35
5/10/2018,-0.35,-0.35
5/9/2018,-0.35,-0.35
5/8/2018,-0.35,-0.35
5/7/2018,-0.35,-0.35
5/4/2018,-0.35,-0.35
5/3/2018,-0.35,-0.35
5/2/2018,-0.36,-0.36
5/1/2018,-0.36,-0.36
4/30/2018,-0.36,-0.36
4/27/2018,-0.36,-0.36
4/26/2018,-0.36,-0.36
4/25/2018,-0.36,-0.36
4/24/2018,-0.36,-0.36
4/23/2018,-0.36,-0.36
4/20/2018,-0.36,-0.36
4/19/2018,-0.36,-0.36
4/18/2018,-0.36,-0.36
4/17/2018,-0.36,-0.36
4/16/2018,-0.36,-0.36
4/13/2018,-0.36,-0.36
4/12/2018,-0.37,-0.37
4/11/2018,-0.37,-0.37
4/10/2018,-0.37,-0.37
4/9/2018,-0.37,-0.37
4/6/2018,-0.37,-0.37
4/5/2018,-0.36,-0.36
4/4/2018,-0.36,-0.36
4/3/2018,-0.36,-0.36
4/2/2018,-0.37,-0.37
3/30/2018,-0.37,-0.37
3/29/2018,-0.37,-0.37
3/28/2018,-0.37,-0.37
3/27/2018,-0.38,-0.38
3/26/2018,-0.38,-0.38
3/23/2018,-0.38,-0.38
3/22/2018,-0.39,-0.39
3/21/2018,-0.39,-0.39
3/20/2018,-0.39,-0.39
3/19/2018,-0.39,-0.39
3/16/2018,-0.38,-0.38
3/15/2018,-0.38,-0.38
3/14/2018,-0.38,-0.38
3/13/2018,-0.38,-0.38
3/12/2018,-0.38,-0.38
3/9/2018,-0.38,-0.38
3/8/2018,-0.38,-0.38
3/7/2018,-0.38,-0.38
3/6/2018,-0.38,-0.38
3/5/2018,-0.38,-0.38
3/2/2018,-0.38,-0.38
3/1/2018,-0.38,-0.38
2/28/2018,-0.38,-0.38
2/27/2018,-0.38,-0.38
2/26/2018,-0.38,-0.38
2/23/2018,-0.38,-0.38
2/22/2018,-0.38,-0.38
2/21/2018,-0.38,-0.38
2/20/2018,-0.38,-0.38
2/19/2018,-0.38,-0.38
2/16/2018,-0.38,-0.38
2/15/2018,-0.38,-0.38
2/14/2018,-0.38,-0.38
2/13/2018,-0.38,-0.38
2/12/2018,-0.38,-0.38
2/9/2018,-0.38,-0.38
2/8/2018,-0.38,-0.38
2/7/2018,-0.38,-0.38
2/6/2018,-0.38,-0.38
2/5/2018,-0.38,-0.38
2/2/2018,-0.38,-0.38
2/1/2018,-0.38,-0.38
1/31/2018,-0.38,-0.38
1/30/2018,-0.38,-0.38
1/29/2018,-0.38,-0.38
1/26/2018,-0.38,-0.38
1/25/2018,-0.38,-0.38
1/24/2018,-0.38,-0.38
1/23/2018,-0.38,-0.38
1/22/2018,-0.38,-0.38
1/19/2018,-0.38,-0.38
1/18/2018,-0.38,-0.38
1/17/2018,-0.38,-0.38
1/16/2018,-0.38,-0.38
1/15/2018,-0.38,-0.38
1/12/2018,-0.38,-0.38
1/11/2018,-0.38,-0.38
1/10/2018,-0.38,-0.38
1/9/2018,-0.38,-0.38
1/8/2018,-0.38,-0.38
1/5/2018,-0.38,-0.38
1/4/2018,-0.38,-0.38
1/3/2018,-0.39,-0.39
1/2/2018,-0.38,-0.38
1/1/2018,-0.38,-0.38
12/29/2017,-0.38,-0.38
12/28/2017,-0.38,-0.38
12/27/2017,-0.38,-0.38
12/26/2017,-0.38,-0.38
12/25/2017,-0.38,-0.38
12/22/2017,-0.38,-0.38
12/21/2017,-0.38,-0.38
12/20/2017,-0.39,-0.39
12/19/2017,-0.39,-0.39
12/18/2017,-0.39,-0.39
12/15/2017,-0.39,-0.39
12/14/2017,-0.38,-0.38
12/13/2017,-0.39,-0.39
12/12/2017,-0.39,-0.39
12/11/2017,-0.39,-0.39
12/8/2017,-0.39,-0.39
12/7/2017,-0.38,-0.38
12/6/2017,-0.38,-0.38
12/5/2017,-0.38,-0.38
12/4/2017,-0.38,-0.38
12/1/2017,-0.38,-0.38
11/30/2017,-0.38,-0.38
11/29/2017,-0.38,-0.38
11/28/2017,-0.38,-0.38
11/27/2017,-0.38,-0.38
11/24/2017,-0.38,-0.38
11/23/2017,-0.38,-0.38
11/22/2017,-0.38,-0.38
11/21/2017,-0.38,-0.38
11/20/2017,-0.38,-0.38
11/17/2017,-0.38,-0.38
11/16/2017,-0.38,-0.38
11/15/2017,-0.38,-0.38
11/14/2017,-0.38,-0.38
11/13/2017,-0.38,-0.38
11/10/2017,-0.38,-0.38
11/9/2017,-0.38,-0.38
11/8/2017,-0.38,-0.38
11/7/2017,-0.38,-0.38
11/6/2017,-0.38,-0.38
11/3/2017,-0.38,-0.38
11/2/2017,-0.38,-0.38
11/1/2017,-0.38,-0.38
10/31/2017,-0.38,-0.38
10/30/2017,-0.38,-0.38
10/27/2017,-0.38,-0.38
10/26/2017,-0.38,-0.38
10/25/2017,-0.38,-0.38
10/24/2017,-0.38,-0.38
10/23/2017,-0.38,-0.38
10/20/2017,-0.38,-0.38
10/19/2017,-0.38,-0.38
10/18/2017,-0.38,-0.38
10/17/2017,-0.38,-0.38
10/16/2017,-0.38,-0.38
10/13/2017,-0.38,-0.38
10/12/2017,-0.38,-0.38
10/11/2017,-0.38,-0.38
10/10/2017,-0.38,-0.38
10/9/2017,-0.38,-0.38
10/6/2017,-0.38,-0.38
10/5/2017,-0.38,-0.38
10/4/2017,-0.38,-0.38
10/3/2017,-0.38,-0.38
10/2/2017,-0.38,-0.38
9/29/2017,-0.38,-0.38
9/28/2017,-0.38,-0.38
9/27/2017,-0.38,-0.38
9/26/2017,-0.38,-0.38
9/25/2017,-0.38,-0.38
9/22/2017,-0.38,-0.38
9/21/2017,-0.38,-0.38
9/20/2017,-0.38,-0.38
9/19/2017,-0.38,-0.38
9/18/2017,-0.38,-0.38
9/15/2017,-0.38,-0.38
9/14/2017,-0.38,-0.38
9/13/2017,-0.37,-0.37
9/12/2017,-0.38,-0.38
9/11/2017,-0.38,-0.38
9/8/2017,-0.38,-0.38
9/7/2017,-0.37,-0.37
9/6/2017,-0.37,-0.37
9/5/2017,-0.37,-0.37
9/4/2017,-0.37,-0.37
9/1/2017,-0.37,-0.37
8/31/2017,-0.37,-0.37
8/30/2017,-0.37,-0.37
8/29/2017,-0.37,-0.37
8/28/2017,-0.37,-0.37
8/25/2017,-0.37,-0.37
8/24/2017,-0.37,-0.37
8/23/2017,-0.37,-0.37
8/22/2017,-0.37,-0.37
8/21/2017,-0.37,-0.37
8/18/2017,-0.38,-0.38
8/17/2017,-0.38,-0.38
8/16/2017,-0.38,-0.38
8/15/2017,-0.38,-0.38
8/14/2017,-0.38,-0.38
8/11/2017,-0.38,-0.38
8/10/2017,-0.37,-0.37
8/9/2017,-0.37,-0.37
8/8/2017,-0.37,-0.37
8/7/2017,-0.37,-0.37
8/4/2017,-0.37,-0.37
8/3/2017,-0.37,-0.37
8/2/2017,-0.38,-0.38
8/1/2017,-0.38,-0.38
7/31/2017,-0.38,-0.38
7/28/2017,-0.38,-0.38
7/27/2017,-0.38,-0.38
7/26/2017,-0.38,-0.38
7/25/2017,-0.37,-0.37
7/24/2017,-0.37,-0.37
7/21/2017,-0.38,-0.38
7/20/2017,-0.38,-0.38
7/19/2017,-0.38,-0.38
7/18/2017,-0.38,-0.38
7/17/2017,-0.37,-0.37
7/14/2017,-0.38,-0.38
7/13/2017,-0.37,-0.37
7/12/2017,-0.37,-0.37
7/11/2017,-0.37,-0.37
7/10/2017,-0.37,-0.37
7/7/2017,-0.38,-0.38
7/6/2017,-0.38,-0.38
7/5/2017,-0.38,-0.38
7/4/2017,-0.37,-0.37
7/3/2017,-0.37,-0.37
6/30/2017,-0.37,-0.37
6/29/2017,-0.37,-0.37
6/28/2017,-0.37,-0.37
6/27/2017,-0.37,-0.37
6/26/2017,-0.37,-0.37
6/23/2017,-0.37,-0.37
6/22/2017,-0.37,-0.37
6/21/2017,-0.37,-0.37
6/20/2017,-0.37,-0.37
6/19/2017,-0.37,-0.37
6/16/2017,-0.37,-0.37
6/15/2017,-0.37,-0.37
6/14/2017,-0.37,-0.37
6/13/2017,-0.37,-0.37
6/12/2017,-0.37,-0.37
6/9/2017,-0.37,-0.37
6/8/2017,-0.37,-0.37
6/7/2017,-0.37,-0.37
6/6/2017,-0.37,-0.37
6/5/2017,-0.37,-0.37
6/2/2017,-0.37,-0.37
6/1/2017,-0.37,-0.37
5/31/2017,-0.37,-0.37
5/30/2017,-0.37,-0.37
5/29/2017,-0.37,-0.37
5/26/2017,-0.37,-0.37
5/25/2017,-0.37,-0.37
5/24/2017,-0.37,-0.37
5/23/2017,-0.37,-0.37
5/22/2017,-0.37,-0.37
5/19/2017,-0.37,-0.37
5/18/2017,-0.37,-0.37
5/17/2017,-0.37,-0.37
5/16/2017,-0.37,-0.37
5/15/2017,-0.37,-0.37
5/12/2017,-0.37,-0.37
5/11/2017,-0.37,-0.37
5/10/2017,-0.37,-0.37
5/9/2017,-0.36,-0.36
5/8/2017,-0.36,-0.36
5/5/2017,-0.36,-0.36
5/4/2017,-0.36,-0.36
5/3/2017,-0.36,-0.36
5/2/2017,-0.36,-0.36
5/1/2017,-0.36,-0.36
4/28/2017,-0.36,-0.36
4/27/2017,-0.36,-0.36
4/26/2017,-0.36,-0.36
4/25/2017,-0.36,-0.36
4/24/2017,-0.36,-0.36
4/21/2017,-0.36,-0.36
4/20/2017,-0.36,-0.36
4/19/2017,-0.36,-0.36
4/18/2017,-0.36,-0.36
4/17/2017,-0.36,-0.36
4/14/2017,-0.36,-0.36
4/13/2017,-0.36,-0.36
4/12/2017,-0.36,-0.36
4/11/2017,-0.36,-0.36
4/10/2017,-0.36,-0.36
4/7/2017,-0.36,-0.36
4/6/2017,-0.36,-0.36
4/5/2017,-0.36,-0.36
4/4/2017,-0.36,-0.36
4/3/2017,-0.36,-0.36
3/31/2017,-0.36,-0.36
3/30/2017,-0.36,-0.36
3/29/2017,-0.36,-0.36
3/28/2017,-0.36,-0.36
3/27/2017,-0.36,-0.36
3/24/2017,-0.36,-0.36
3/23/2017,-0.36,-0.36
3/22/2017,-0.36,-0.36
3/21/2017,-0.36,-0.36
3/20/2017,-0.35,-0.35
3/17/2017,-0.35,-0.35
3/16/2017,-0.35,-0.35
3/15/2017,-0.35,-0.35
3/14/2017,-0.35,-0.35
3/13/2017,-0.35,-0.35
3/10/2017,-0.35,-0.35
3/9/2017,-0.36,-0.36
3/8/2017,-0.36,-0.36
3/7/2017,-0.35,-0.35
3/6/2017,-0.35,-0.35
3/3/2017,-0.35,-0.35
3/2/2017,-0.35,-0.35
3/1/2017,-0.36,-0.36
2/28/2017,-0.35,-0.35
2/27/2017,-0.35,-0.35
2/24/2017,-0.35,-0.35
2/23/2017,-0.35,-0.35
2/22/2017,-0.35,-0.35
2/21/2017,-0.35,-0.35
2/20/2017,-0.35,-0.35
2/17/2017,-0.35,-0.35
2/16/2017,-0.35,-0.35
2/15/2017,-0.35,-0.35
2/14/2017,-0.35,-0.35
2/13/2017,-0.35,-0.35
2/10/2017,-0.35,-0.35
2/9/2017,-0.35,-0.35
2/8/2017,-0.35,-0.35
2/7/2017,-0.35,-0.35
2/6/2017,-0.34,-0.34
2/3/2017,-0.34,-0.34
2/2/2017,-0.34,-0.34
2/1/2017,-0.34,-0.34
1/31/2017,-0.34,-0.34
1/30/2017,-0.34,-0.34
1/27/2017,-0.34,-0.34
1/26/2017,-0.34,-0.34
1/25/2017,-0.34,-0.34
1/24/2017,-0.34,-0.34
1/23/2017,-0.34,-0.34
1/20/2017,-0.34,-0.34
1/19/2017,-0.34,-0.34
1/18/2017,-0.34,-0.34
1/17/2017,-0.34,-0.34
1/16/2017,-0.34,-0.34
1/13/2017,-0.34,-0.34
1/12/2017,-0.34,-0.34
1/11/2017,-0.34,-0.34
1/10/2017,-0.34,-0.34
1/9/2017,-0.34,-0.34
1/6/2017,-0.34,-0.34
1/5/2017,-0.34,-0.34
1/4/2017,-0.34,-0.34
1/3/2017,-0.34,-0.34
1/2/2017,-0.34,-0.34
12/30/2016,-0.34,-0.34
12/29/2016,-0.34,-0.34
12/28/2016,-0.34,-0.34
12/27/2016,-0.33,-0.33
12/26/2016,-0.33,-0.33
12/23/2016,-0.33,-0.33
12/22/2016,-0.34,-0.34
12/21/2016,-0.33,-0.33
12/20/2016,-0.33,-0.33
12/19/2016,-0.33,-0.33
12/16/2016,-0.33,-0.33
12/15/2016,-0.33,-0.33
12/14/2016,-0.33,-0.33
12/13/2016,-0.33,-0.33
12/12/2016,-0.33,-0.33
12/9/2016,-0.33,-0.33
12/8/2016,-0.33,-0.33
12/7/2016,-0.34,-0.34
12/6/2016,-0.34,-0.34
12/5/2016,-0.33,-0.33
12/2/2016,-0.33,-0.33
12/1/2016,-0.33,-0.33
11/30/2016,-0.33,-0.33
11/29/2016,-0.33,-0.33
11/28/2016,-0.33,-0.33
11/25/2016,-0.33,-0.33
11/24/2016,-0.33,-0.33
11/23/2016,-0.33,-0.33
11/22/2016,-0.33,-0.33
11/21/2016,-0.33,-0.33
11/18/2016,-0.33,-0.33
11/17/2016,-0.33,-0.33
11/16/2016,-0.33,-0.33
11/15/2016,-0.33,-0.33
11/14/2016,-0.33,-0.33
11/11/2016,-0.33,-0.33
11/10/2016,-0.33,-0.33
11/9/2016,-0.33,-0.33
11/8/2016,-0.33,-0.33
11/7/2016,-0.32,-0.32
11/4/2016,-0.32,-0.32
11/3/2016,-0.32,-0.32
11/2/2016,-0.32,-0.32
11/1/2016,-0.32,-0.32
10/31/2016,-0.32,-0.32
10/28/2016,-0.32,-0.32
10/27/2016,-0.32,-0.32
10/26/2016,-0.32,-0.32
10/25/2016,-0.32,-0.32
10/24/2016,-0.32,-0.32
10/21/2016,-0.32,-0.32
10/20/2016,-0.32,-0.32
10/19/2016,-0.32,-0.32
10/18/2016,-0.32,-0.32
10/17/2016,-0.32,-0.32
10/14/2016,-0.32,-0.32
10/13/2016,-0.32,-0.32
10/12/2016,-0.32,-0.32
10/11/2016,-0.32,-0.32
10/10/2016,-0.32,-0.32
10/7/2016,-0.32,-0.32
10/6/2016,-0.32,-0.32
10/5/2016,-0.32,-0.32
10/4/2016,-0.32,-0.32
10/3/2016,-0.32,-0.32
9/30/2016,-0.32,-0.32
9/29/2016,-0.32,-0.32
9/28/2016,-0.33,-0.33
9/27/2016,-0.32,-0.32
9/26/2016,-0.32,-0.32
9/23/2016,-0.32,-0.32
9/22/2016,-0.32,-0.32
9/21/2016,-0.32,-0.32
9/20/2016,-0.32,-0.32
9/19/2016,-0.32,-0.32
9/16/2016,-0.32,-0.32
9/15/2016,-0.32,-0.32
9/14/2016,-0.32,-0.32
9/13/2016,-0.32,-0.32
9/12/2016,-0.32,-0.32
9/9/2016,-0.32,-0.32
9/8/2016,-0.32,-0.32
9/7/2016,-0.32,-0.32
9/6/2016,-0.32,-0.32
9/5/2016,-0.33,-0.33
9/2/2016,-0.33,-0.33
9/1/2016,-0.33,-0.33
8/31/2016,-0.32,-0.32
8/30/2016,-0.32,-0.32
8/29/2016,-0.32,-0.32
8/26/2016,-0.32,-0.32
8/25/2016,-0.32,-0.32
8/24/2016,-0.32,-0.32
8/23/2016,-0.32,-0.32
8/22/2016,-0.32,-0.32
8/19/2016,-0.32,-0.32
8/18/2016,-0.32,-0.32
8/17/2016,-0.32,-0.32
8/16/2016,-0.32,-0.32
8/15/2016,-0.32,-0.32
8/12/2016,-0.32,-0.32
8/11/2016,-0.32,-0.32
8/10/2016,-0.32,-0.32
8/9/2016,-0.32,-0.32
8/8/2016,-0.32,-0.32
8/5/2016,-0.32,-0.32
8/4/2016,-0.31,-0.31
8/3/2016,-0.31,-0.31
8/2/2016,-0.3,-0.3
8/1/2016,-0.3,-0.3
7/29/2016,-0.3,-0.3
7/28/2016,-0.3,-0.3
7/27/2016,-0.3,-0.3
7/26/2016,-0.3,-0.3
7/25/2016,-0.3,-0.3
7/22/2016,-0.3,-0.3
7/21/2016,-0.3,-0.3
7/20/2016,-0.3,-0.3
7/19/2016,-0.3,-0.3
7/18/2016,-0.31,-0.31
7/15/2016,-0.3,-0.3
7/14/2016,-0.31,-0.31
7/13/2016,-0.31,-0.31
7/12/2016,-0.3,-0.3
7/11/2016,-0.3,-0.3
7/8/2016,-0.3,-0.3
7/7/2016,-0.3,-0.3
7/6/2016,-0.3,-0.3
7/5/2016,-0.3,-0.3
7/4/2016,-0.3,-0.3
7/1/2016,-0.3,-0.3
6/30/2016,-0.29,-0.29
6/29/2016,-0.29,-0.29
6/28/2016,-0.29,-0.29
6/27/2016,-0.3,-0.3
6/24/2016,-0.29,-0.29
6/23/2016,-0.29,-0.29
6/22/2016,-0.28,-0.28
6/21/2016,-0.28,-0.28
6/20/2016,-0.28,-0.28
6/17/2016,-0.28,-0.28
6/16/2016,-0.28,-0.28
6/15/2016,-0.28,-0.28
6/14/2016,-0.28,-0.28
6/13/2016,-0.28,-0.28
6/10/2016,-0.28,-0.28
6/9/2016,-0.28,-0.28
6/8/2016,-0.28,-0.28
6/7/2016,-0.28,-0.28
6/6/2016,-0.28,-0.28
6/3/2016,-0.28,-0.28
6/2/2016,-0.28,-0.28
6/1/2016,-0.28,-0.28
5/31/2016,-0.28,-0.28
5/30/2016,-0.28,-0.28
5/27/2016,-0.28,-0.28
5/26/2016,-0.28,-0.28
5/25/2016,-0.28,-0.28
5/24/2016,-0.28,-0.28
5/23/2016,-0.28,-0.28
5/20/2016,-0.28,-0.28
5/19/2016,-0.28,-0.28
5/18/2016,-0.28,-0.28
5/17/2016,-0.28,-0.28
5/16/2016,-0.28,-0.28
5/13/2016,-0.28,-0.28
5/12/2016,-0.28,-0.28
5/11/2016,-0.27,-0.27
5/10/2016,-0.28,-0.28
5/9/2016,-0.28,-0.28
5/6/2016,-0.28,-0.28
5/5/2016,-0.28,-0.28
5/4/2016,-0.28,-0.28
5/3/2016,-0.27,-0.27
5/2/2016,-0.27,-0.27
4/29/2016,-0.27,-0.27
4/28/2016,-0.27,-0.27
4/27/2016,-0.27,-0.27
4/26/2016,-0.27,-0.27
4/25/2016,-0.27,-0.27
4/22/2016,-0.27,-0.27
4/21/2016,-0.27,-0.27
4/20/2016,-0.27,-0.27
4/19/2016,-0.27,-0.27
4/18/2016,-0.27,-0.27
4/15/2016,-0.27,-0.27
4/14/2016,-0.27,-0.27
4/13/2016,-0.26,-0.26
4/12/2016,-0.26,-0.26
4/11/2016,-0.26,-0.26
4/8/2016,-0.26,-0.26
4/7/2016,-0.26,-0.26
4/6/2016,-0.25,-0.25
4/5/2016,-0.25,-0.25
4/4/2016,-0.25,-0.25
4/1/2016,-0.25,-0.25
3/31/2016,-0.25,-0.25
3/30/2016,-0.25,-0.25
3/29/2016,-0.25,-0.25
3/28/2016,-0.25,-0.25
3/25/2016,-0.25,-0.25
3/24/2016,-0.25,-0.25
3/23/2016,-0.25,-0.25
3/22/2016,-0.25,-0.25
3/21/2016,-0.25,-0.25
3/18/2016,-0.25,-0.25
3/17/2016,-0.25,-0.25
3/16/2016,-0.25,-0.25
3/15/2016,-0.24,-0.24
3/14/2016,-0.24,-0.24
3/11/2016,-0.24,-0.24
3/10/2016,-0.24,-0.24
3/9/2016,-0.24,-0.24
3/8/2016,-0.24,-0.24
